,Nombre Hotel,Talla,Puntuacion media,Detalles extra,Precio,Proveedor,URL,Ciudad
10,9. Hosteria de Torazo Hotel&Spa,Nan,4.5,Nan,150.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=68270249&geo=603647&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=EoAgSMCKniWsBRCoaE_sZWFhESEzyOiVFgAx-HofAbcatikNLkDHcX1aTXYiL3l2z93cYSjC40g5hzbiew13s16UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChINIB8DXnRsJuApz9i71VLyxkJCrfs54EDOFpqrlEVTYrks7WnqUK4SDC8ZV2Amt-CLjfZh83cP6YjqjpT6WLuljHjNSZtxZyblyQhFkB6WoQGxWINzrIhtvuKVgCBluZj-4pGqCzbkPhtXx_pUpIhgg&priceShown=149&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=2717&rq=ML&rate=135.82&taxesRate=13.5800&feesRate=0&fees=13.5800&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_31f8b176df8c80b84bcedc28de92d5fc&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=c1851907-d5f6-432d-a263-11c6b9533401&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=186bad7c5f59b3ac6acd02266d78a9b65&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=81e3a8160c5a4795b4b4e7312d96a41b&tp=APS-Hotels&pageLocId=187449",Asturias
11,10. NH Oviedo Principado,Nan,4.0,Nan,120.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32477180&geo=207003&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=p9HHigawrDl5oHRygWABQWFhESEzyOiVFgAx-HofAbd7dCgyJvB8Vh34h9MGItrqLcbEXvk05pKzvgFlpk7DZl6UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChIti0XdSb3j73cQYz142y-XZWo866_sa2v-8MYPiQfpvw7NK8hCzMPUoZ0aT09sZn33JU-mgDECwJpHmHRUHER7RuqKHhNom-1eUgJY1SpRelwyjiH3G87u1cr9Jn5ObY2JNn41dysGxZcxXdADwkAdA&priceShown=120&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=1739&rq=P&rate=108.64&taxesRate=10.8700&feesRate=0&fees=10.8700&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_3bfbf53435f1ff964291c6127c090f6e&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=6ef5984f-c3f0-486a-97ad-776de0ebc8b0&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=141fb188ab3d714875600ed4904f29aeb&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=a259dfa325a0463c902e1488e81faf25&tp=APS-Hotels&pageLocId=187449",Asturias
12,11. ibis Oviedo Hotel,Nan,4.0,Nan,87.0,ibis,"https://www.tripadvisor.in/Commerce?p=Accor&src=38953974&geo=1856901&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=6&silo=6640&bucket=903812&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=GVT4da8Qr_pwH26eP764BHWOSZ8dxktDMHJOAhXdROR-XTdzRk-D1oYgZXcnttxi9cjoxAAXWLoZc4UwvzCw8AkuVEQbeDbQAX_E6zA9rYiolJqz4qTbqYcmwNMkzFWKzXWhDAwyZ0wa-JINy7oM2EFKU5GB-qM6hZXhp2afgJdYGp5o2n0wx6zl_Xnb4Mtsz2c5KpiKOEdJ-w586vWOG_lmJQGqdQOpgQEhluUz8W1zBT90XgkEs16_DSwVIpZbRJFOExXx5RGGSQq4RImCXfYLUd6N0TVQS3yNamv5SEanAtWSTeQt_RwalMh-YFRb&priceShown=87&pm=AI&hac=AVAILABLE&mbl=BEAT&mbldelta=0&rq=P&rate=79.09&taxesRate=7.9100&feesRate=0&fees=7.9100&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=d1de4c00-2282-44fa-87c8-ffc275599d65&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=19d1849151aca28324d19032f08c78954&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=629dc1f9e4ab4e3bb01dd7d248c980fd&tp=APS-Hotels&pageLocId=187449",Asturias
13,12. URH Hotel Zen Balagares,Nan,4.0,Nan,84.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32491829&geo=1026251&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=5&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=QhDQ9pEvZgzGicnQKUA02WFhESEzyOiVFgAx-HofAbfZ3CI0d04AOHECbcMndTQPyrffAtvirssOIAFwwTUci16UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChIQyHyXlaqVwd0AxDpP3Giyzjf9B2N5BmlNrOFfaU4-0qOAsdL08x_CeXoC96Wu6aN7nYF43Pxsyut9rPh4f0JsuL8rqIVk4RSwk3d1craeUOmTiaJNZvwQ31txTribCwrqIrKZ23PjJxKgYorDHjHuQ&priceShown=83&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=217&rq=ML&rate=75.68&taxesRate=7.5700&feesRate=0&fees=7.5700&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_7e0272bbf1bfe0780020075852a8a95a&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=28bf4734-193a-4473-a06f-315b46fcb869&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=1a311c3053a5471a2f2b9d4d50bed615f&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=d3b8de83d95a410ca8bff19332d5b4d9&tp=APS-Hotels&pageLocId=187449",Asturias
14,13. Hotel Villa Rosario Palacete,Nan,4.5,Nan,230.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32491915&geo=568010&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=3&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=EoAgSMCKniWsBRCoaE_sZWFhESEzyOiVFgAx-HofAbcatikNLkDHcX1aTXYiL3l2GxYNzXyJP-hEVzXBbptlnF6UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChI5xcFFOFwQ3NlaGZfnZNbw2R8dksdRe6CTG36FrOd0PC0-9zAYD6B8k3dMhEU-2DK8TBmOVLTOyQMmIMlAhb3sBuqKHhNom-1eUgJY1SpRelwyjiH3G87u1cr9Jn5ObY2JNn41dysGxZcxXdADwkAdA&priceShown=230&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=2934&rq=P&rate=209.09&taxesRate=20.9100&feesRate=0&fees=20.9100&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_21a52de48b2aa8b0a83c410ada8df90e&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=49d33ace-8d16-4bed-9406-a92408f242e1&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=17b164c4fc88395ab7f095ef90eeca868&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=79019e1f37a94b1f8694b80cdb6cddbc&tp=APS-Hotels&pageLocId=187449",Asturias
15,14. El Môderne Hotel,Nan,4.5,Nan,171.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=138199306&geo=15656833&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=ituesTXdum7I5yI_SYpdtWFhESEzyOiVFgAx-HofAbe9HXYWn7JYIf-VKb8mtgimtcRMEcY0cp2l7nH9UmxjUV6UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChIH8b3Q15uCzmkqFY1xXy0JeTkCRMLBCUFbK2CBzU37LTFKIgQYQ3hpY2RVaQkpFe7ipIzpFkhKXSMTUuGI2AvZuL8rqIVk4RSwk3d1craeUOmTiaJNZvwQ31txTribCwrqIrKZ23PjJxKgYorDHjHuQ&priceShown=170&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=1521&rq=P&rate=154.55&taxesRate=15.4600&feesRate=0&fees=15.4600&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_6b395a7e10dfc3831be4e46645176402&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=a80df3a5-353c-4870-983e-b753aecb2e59&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=138cf3cd976092600093febbc7c6ff2cb&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=0b941d9a41e2431bbcf1a05603c4c3dd&tp=APS-Hotels&pageLocId=187449",Asturias
16,15. Aparthotel Campus,Nan,4.5,Nan,99.0,Vio.com,"https://www.tripadvisor.in/Commerce?p=Vio&src=240951765&geo=231666&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=47458&bucket=997778&nrank=2&crank=2&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=a3xbjx183dAOa3TUkHKTqKrl3IbQNYJb26Ca5uECY8ojHnkZsAa4VRi2R7EjLURGgxnAP19CHVaI33eyM54tPSfVT-NsZdAr_286iw672kmmcb5IFbnSYM1iVD_jmIQpNArJm_vqAssVLZ5_oJX2bo9AjxePppc_m6PJFyQf5Mzn_J8OiiS3CIsRtp-pFxTOX-3fXyAAGPRlT9t9D03_lS2zxYNhnfLN2huV1rzMRvYJIruoSdkvfnFBHVP8Q8D9mJiKR_W7V9CY0cMm4aiYPUgQPvQR0hB_GOznTmMWCig&priceShown=98&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=543&rq=P&rate=89.92&taxesRate=8.3300&feesRate=0&fees=8.3300&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_4dd71f766fdfa79abc5c851d8777d16d&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=ec1e6cd3-da4b-4745-b83c-e4e168f13ee9&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=1fa838a4606a0540f088b128c876320a1&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=2459040ee44d424a815e4d1605694aa1&tp=APS-Hotels&pageLocId=187449",Asturias
17,Casona El Carmen Hotel,Nan,4.0,Nan,75.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32491368&geo=573882&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=1&silo=47212&bucket=995258&nrank=1&crank=1&clt=SLMM&ttype=SponsoredMobileMeta&tm=309352839&managed=false&capped=false&gosox=qqwAk-DM9lW3k3mX9Df7bBq2KQ0uQMdxfVpNdiIveXaceQJvxE_vEcSomZyO_KxbXpSJExSI_ruyLp6FaamewezXFvQBeQ8jwcVZfjPUKEhvdGYDnZF4NOfBEeYwLywkuL6NurEt9xL_Xnpw4ikSWEVXnbjgzOdQUizotdNWrDwK1vL54CbzblEbzhIdOwg0B-UZjKZlc_95lVmIIOZMvXDKOIfcbzu7Vyv0mfk5tjYk2fjV3KwbFlzFd0APCQB0&priceShown=75&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=1304&rq=P&rate=67.73&taxesRate=6.7800&feesRate=0&fees=6.7800&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_51d1e5965d428fc6cb9de84c1de571e4&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=3943ae93-f83c-45e7-85bd-15fe7bfc6348&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=188aa5c3e0b6d974c246f5aa0365b8911&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=4dea8cc3946841abb86b7401f44941c3&tp=APS-Hotels&pageLocId=187449&area=Spons%7CSpons_Meta_Pref",Asturias
18,16. Silken Gran Hotel Del Sella,Nan,4.0,Nan,140.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32487069&geo=665607&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=QhDQ9pEvZgzGicnQKUA02WFhESEzyOiVFgAx-HofAbfZ3CI0d04AOHECbcMndTQP-GnrGgPS4f5btoSDyGI2F16UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChIsk9vKh8dEPfXWm4zEh-pcNVCRJU0GrHPmYLiO9Ft6GwsjtKQXfIm-ni7rBf8MVih_wM7HS1moaneeVoBWoq-7OL8rqIVk4RSwk3d1craeUOmTiaJNZvwQ31txTribCwrqIrKZ23PjJxKgYorDHjHuQ&priceShown=140&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=3260&rq=ML&rate=126.82&taxesRate=12.6800&feesRate=0&fees=12.6800&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_4b82ea05e092288959ad72102f00f359&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=5bee2589-5464-440c-84d3-6079e0ea091f&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=1f8c406ed7f2e9419169ab4cb17bfe96f&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=bd08336d92384696b015de77b4750388&tp=APS-Hotels&pageLocId=187449",Asturias
19,17. AZZ Asturias Langrehotel & Spa****,Nan,4.5,Nan,85.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32499661&geo=1045315&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=EoAgSMCKniWsBRCoaE_sZWFhESEzyOiVFgAx-HofAbcatikNLkDHcX1aTXYiL3l2CJHxwP91e7d-PVTSfZf8id_-Siqkwcf2S3DOSaMMbGZj12D9nv57qO95rZXiKo_Twin_v44c17kLaMApw7tuv9yst2ZS2Mor-LqQUyP4BnVsmA2F-dFpoZBwizT-ss-nrxXeAe7TLMcGPnrZAZ2iqb_ur16yBVqlKXrujyVK4DvJUFsAAPbsucpF7AOwtBZiWLG2DmoHYw50lwfBLBsvlw&priceShown=84&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=761&rq=P&rate=76.37&taxesRate=7.6500&feesRate=0&fees=7.6500&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_25b7f994d9fb4b131eeb06e2d037614e&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=0dca572b-c639-4aea-803e-5e2d18ca50d2&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=1f6e71f7b7bebe0ba758197c660755bcc&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=4e2e71647ad54dd3a6dd64477ce6c751&tp=APS-Hotels&pageLocId=187449",Asturias
20,18. Hotel Clarin,Nan,4.0,Nan,121.0,Vio.com,"https://www.tripadvisor.in/Commerce?p=Vio&src=241149400&geo=231669&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=5&silo=47458&bucket=997778&nrank=2&crank=2&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=a3xbjx183dAOa3TUkHKTqKrl3IbQNYJb26Ca5uECY8ojHnkZsAa4VRi2R7EjLURGvNTBzrkDP_QHczGkFP37SI782ymxZc2gHEVoxTHLlEQ6Tce-gLJpWaBUflIWPRvEnysE6VgMtZaJDfTvFGQotwgx4SfZbr6KW4vLGsPFduC9yr1lD4VsZK3iUay44xtn1p63-9BAPk9bwb7CSytIDf8DOx0tZqGp3nlaAVqKvuzi_K6iFZOEUsJN3dXK2nlDpk4miTWb8EN9bcU64mwsK6iKymdtz4ycSoGKKwx4x7k&priceShown=121&pm=AI&hac=AVAILABLE&mbl=BEAT&mbldelta=0&rq=P&rate=109.60&taxesRate=10.9600&feesRate=0&fees=10.9600&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_7d1cbfaea3b69c2f413e8fa10ba3e858&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=bfa3393d-54db-4b85-a235-488a2113f61e&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=145d952cf7184d05fca0f37a5d39649b1&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=ec8b26b13fba47f5b23084f9770b0d04&tp=APS-Hotels&pageLocId=187449",Asturias
21,19. Hotel Don Pepe,Nan,4.5,Nan,129.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32465798&geo=1223010&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=QhDQ9pEvZgzGicnQKUA02WFhESEzyOiVFgAx-HofAbfZ3CI0d04AOHECbcMndTQPtWmPrH1XO5ElwcIlu0Dvil6UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChInWvJXid0fPyErzKrsk8vG_ZkHMXt4U-s599FGeVyUFKOAsdL08x_CeXoC96Wu6aNDnEEHKs5TZksVqPDcTkx3uL8rqIVk4RSwk3d1craeUOmTiaJNZvwQ31txTribCwrqIrKZ23PjJxKgYorDHjHuQ&priceShown=128&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=2826&rq=P&rate=116.73&taxesRate=11.6800&feesRate=0&fees=11.6800&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_4cbab01f338e92430f1dd57a33180a80&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=2598d7b0-0340-4669-b4b8-cfa528d4770c&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=18a6eb88cd29068656cade3a58660d200&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=1002f859a070413abe4485bf4054a0f5&tp=APS-Hotels&pageLocId=187449",Asturias
22,20. Grupo Hotelero La Pasera,Nan,3.5,Nan,76.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32453462&geo=536110&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=MWEI7XimvD83DqQuELQVo2FhESEzyOiVFgAx-HofAbcGDvb3DPhnHJQ68DeGFLWrMrTFScnjbMX-KYYKfOX7CN_-Siqkwcf2S3DOSaMMbGZj12D9nv57qO95rZXiKo_T9Z7nftAYODncgaIiZlVfCSzY5zCLHaOUHFk0QEwMCJptE_AOuEaGj8LieLHFEGqarxXeAe7TLMcGPnrZAZ2iqb_ur16yBVqlKXrujyVK4DvJUFsAAPbsucpF7AOwtBZiWLG2DmoHYw50lwfBLBsvlw&priceShown=75&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=543&rq=P&rate=68.54&taxesRate=6.8500&feesRate=0&fees=6.8500&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_fa103215d4dfbdc9f6922726b09bf4b&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=46678b41-0b70-4546-8c4d-b96cfade7944&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=1bb523538528f80e35961b96fe30ad9f4&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=a143b0e40d0c4986af2f49b8e2a2f76a&tp=APS-Hotels&pageLocId=187449",Asturias
23,Hotel Posada de Roces,Nan,4.0,Nan,91.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=82235895&geo=10100874&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=1&silo=47212&bucket=995258&nrank=1&crank=1&clt=SLMM&ttype=SponsoredMobileMeta&tm=309352839&managed=false&capped=false&gosox=qqwAk-DM9lW3k3mX9Df7bBq2KQ0uQMdxfVpNdiIveXbp2xG0Egp2d9DrkUnLecORXpSJExSI_ruyLp6FaamewezXFvQBeQ8jwcVZfjPUKEgH-qrJf3jmzL9UXJ0zaY_l5yMaraPpulJVJCItlv7kaToVMFGLWHZWb0vHjzlU-nEhbGn4kiTdRgxvbk1nR0iKlPBBbVPzmGEL7tjxricUZpiYikf1u1fQmNHDJuGomD1IED70EdIQfxjs505jFgoo&priceShown=90&pm=AI&hac=AVAILABLE&mbl=MEET&mbldelta=0&rq=P&rate=82.18&taxesRate=8.2200&feesRate=0&fees=8.2200&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_3e3ae7f7da8530ada09416efa80aa5ce&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=8cf14269-531d-417e-a7f8-a22e4c0cd16e&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=1f40ebf7863a29669aa596b51f5f91960&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=615cee8414224d81a7f2f007a85b1dbc&tp=APS-Hotels&pageLocId=187449&area=Spons%7CSpons_Meta_Pref",Asturias
24,21. Hotel Spa La Hacienda De Don Juan,Nan,4.0,Nan,116.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32499559&geo=536009&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=MWEI7XimvD83DqQuELQVo2FhESEzyOiVFgAx-HofAbcGDvb3DPhnHJQ68DeGFLWrGZZB5IXXA6QSKj0mqhSbB16UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChIAnua51bt1lrteJyw6QJ_7Bh3744xMQX6jMnxfzXyNR1TVMVOzA4kVHWmDNGJABPs0E9qtU_Ce4e8gFPN_GXL3rplKvCo5K6eMhG0Rd-zUeI_VRFboKrE1faivzpQBFp3A2IVhz5_ID-eDpJ7wTLHYA&priceShown=115&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=1521&rq=P&rate=104.55&taxesRate=10.4600&feesRate=0&fees=10.4600&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_6504f1fcf62f4f2c4462aa8a337b6487&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=e978fba3-1f68-4e55-addf-351042341f58&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=15d6ea2e81460b64318eb4f3f81730f95&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=0f010d943bdf43d5af26c90052ec3ed5&tp=APS-Hotels&pageLocId=187449",Asturias
25,22. Blanco Hotel Spa,Nan,4.0,Nan,102.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32499978&geo=583855&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=4&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=QhDQ9pEvZgzGicnQKUA02WFhESEzyOiVFgAx-HofAbfZ3CI0d04AOHECbcMndTQPLPVe0qnGRWe5hbmyfzMm316UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChIPI4nAqDXLm6ssTyC42MqoLK3v2WeW52FqNC6h_EuTg0derxAYOJPw5-bklPjUMmE0E9qtU_Ce4e8gFPN_GXL3rplKvCo5K6eMhG0Rd-zUeI_VRFboKrE1faivzpQBFp3A2IVhz5_ID-eDpJ7wTLHYA&priceShown=101&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=1304&rq=P&rate=91.91&taxesRate=9.2000&feesRate=0&fees=9.2000&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_6e8f3cf0bb2d27aef256c5320cfddfb0&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=f495a5af-fcb3-4db8-9e48-170fe9cf21f5&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=1dd03c264be20a814e417a5103086a4ad&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=16547445b0614e4ab7abfd14fd799ee5&tp=APS-Hotels&pageLocId=187449",Asturias
26,23. Hotel Exe Oviedo Centro,Nan,4.0,Nan,131.0,Booking.com,"https://www.tripadvisor.in/Commerce?p=BookingCom&src=32477423&geo=487636&from=HotelDateSearch_Hotels&slot=1&matchID=1&oos=0&cnt=5&silo=10476&bucket=902999&nrank=1&crank=1&clt=M&ttype=MobileCR&tm=309352839&managed=false&capped=false&gosox=MWEI7XimvD83DqQuELQVo2FhESEzyOiVFgAx-HofAbcGDvb3DPhnHJQ68DeGFLWr_2N_URod1DqRbChL6SiABl6UiRMUiP67si6ehWmpnsHs1xb0AXkPI8HFWX4z1ChIUT8aBY-hviWN024ANnjW9CLqnmi0pBVxyEhc2jz3dRaiiZ1ZY_3lauGOox_tlpt0dA5Kc41H7UoUVH4jp31rUbplKvCo5K6eMhG0Rd-zUeI_VRFboKrE1faivzpQBFp3A2IVhz5_ID-eDpJ7wTLHYA&priceShown=131&pm=AI&hac=AVAILABLE&mbl=LOSE&mbldelta=2391&rq=P&rate=119.09&taxesRate=11.9100&feesRate=0&fees=11.9100&cur=EUR&adults=2&child_rm_ages=&inDay=1&outDay=3&rdex=RDEX_3b88175be3d0ed66ae9fa6e6682e2426&rooms=1&inMonth=11&inYear=2024&outMonth=11&outYear=2024&auid=98bbaf57-b63b-494c-9eff-8fdd7da39a72&def_d=true&bld=L_2,D_12,G_2,W_5,U_1,C_241101,T_17&bh=true&cs=1018cbdc9b4484e0c588350440c3b4606&ik=81e636de27e746a0b24d3e3f2c14ec87&aok=46135819440f4cf4a335777779f8b758&tp=APS-Hotels&pageLocId=187449",Asturias
